sent_id	word	pos	tag
572	oignon	NOUN	B-INGRED
572	haché	VERB	O
572	et	CCONJ	O
572	1	NUM	O
572	cuillère	NOUN	O
572	à	ADP	O
572	soupe	NOUN	O
572	de	ADP	O
572	colombo	NOUN	B-INGRED
572	.	PUNCT	O
573	Saler	VERB	O
573	,	PUNCT	O
573	poivrer	VERB	O
573	.	PUNCT	O
574	Laisser	VERB	O
574	mariner	VERB	O
574	20	NUM	O
574	min	NOUN	O
574	au	ADP	O
574	réfrigérateur	NOUN	O
574	.	PUNCT	O
575	Dans	ADP	O
575	une	DET	O
575	cocotte	NOUN	O
575	,	PUNCT	O
575	faire	AUX	O
575	chauffer	VERB	O
575	1	NUM	O
575	cuillère	NOUN	O
575	à	ADP	O
575	soupe	NOUN	O
575	d'	ADP	O
575	huile	NOUN	B-INGRED
575	.	PUNCT	O
576	Mettre	VERB	O
576	à	ADP	O
576	dorer	VERB	O
576	les	DET	O
576	cubes	NOUN	O
576	de	ADP	O
576	poulet	NOUN	B-INGRED
576	préalablement	ADV	O
576	égouttés	VERB	O
576	.	PUNCT	O
577	Ajouter	VERB	O
577	la	DET	O
577	ciboule	NOUN	O
577	,	PUNCT	O
577	le	DET	O
577	persil	PROPN	B-INGRED
577	et	CCONJ	O
577	l'	DET	O
577	oignon	NOUN	B-INGRED
577	hachés	VERB	O
577	puis	CCONJ	O
577	les	DET	O
577	clous	NOUN	B-INGRED
577	de	ADP	I-INGRED
577	girofle	NOUN	I-INGRED
577	.	PUNCT	O
578	Mélanger	VERB	O
578	et	CCONJ	O
578	faire	AUX	O
578	revenir	VERB	O
578	à	ADP	O
578	feu	NOUN	O
578	doux	ADJ	O
578	10	NUM	O
578	min	NOUN	O
578	jusqu'	ADP	O
578	à	ADP	O
578	ce	PRON	O
578	que	SCONJ	O
578	la	DET	O
578	viande	NOUN	B-INGRED
578	rende	VERB	O
578	son	DET	O
578	eau	NOUN	B-INGRED
578	.	PUNCT	O
579	Ajouter	VERB	O
579	les	DET	O
579	légumes	NOUN	O
579	,	PUNCT	O
579	le	DET	O
579	thym	NOUN	B-INGRED
579	et	CCONJ	O
579	le	DET	O
579	piment	NOUN	B-INGRED
579	.	PUNCT	O
580	Mouiller	VERB	O
580	d'	ADP	O
580	eau	NOUN	B-INGRED
580	additionnée	VERB	O
580	du	ADP	O
580	reste	NOUN	O
580	de	ADP	O
580	colombo	ADV	B-INGRED
580	jusqu'	ADP	O
580	à	ADP	O
580	hauteur	NOUN	O
580	des	ADP	O
580	ingrédients	NOUN	O
580	.	PUNCT	O
581	Couvrir	VERB	O
581	et	CCONJ	O
581	laisser	VERB	O
581	mijoter	VERB	O
581	20	NUM	O
581	min	NOUN	O
581	.	PUNCT	O
582	Arroser	VERB	O
582	avec	ADP	O
582	le	DET	O
582	jus	NOUN	B-INGRED
582	de	ADP	I-INGRED
582	citron	NOUN	I-INGRED
582	,	PUNCT	O
582	mélanger	VERB	O
582	.	PUNCT	O
583	Ce	DET	O
583	plat	NOUN	O
583	antillais	ADJ	O
583	s'	PRON	O
583	accompagne	VERB	O
583	de	ADP	O
583	rizen	NOUN	O
583	grain	ADJ	O
583	.	PUNCT	O
584	Ingrédients	NOUN	O
584	:	PUNCT	O
585	Faire	NOUN	O
585	d'	ADP	O
585	abord	ADV	O
585	la	DET	O
585	pâte	NOUN	B-INGRED
585	feuilletée	VERB	I-INGRED
585	(	PUNCT	O
585	ou	CCONJ	O
585	alors	ADV	O
585	en	ADP	O
585	acheter	VERB	O
585	une	DET	O
585	tout	PRON	O
585	prête	ADJ	O
585	pour	ADP	O
585	gagner	VERB	O
585	du	ADP	O
585	temps).La	PROPN	O
585	faire	AUX	O
585	cuire	VERB	O
585	10	NUM	O
585	min	NOUN	O
585	dans	ADP	O
585	un	DET	O
585	four	NOUN	O
585	à	ADP	O
585	210	NUM	O
585	°	NOUN	O
585	C	NOUN	O
585	(	PUNCT	O
585	thermostat	NOUN	O
585	7).Pendant	VERB	O
585	que	SCONJ	O
585	la	DET	O
585	pâte	NOUN	B-INGRED
585	cuit	VERB	O
585	,	PUNCT	O
585	couper	VERB	O
585	les	DET	O
585	tomates	NOUN	B-INGRED
585	en	ADP	O
585	rondelles	NOUN	O
585	,	PUNCT	O
585	ainsi	ADV	O
585	que	SCONJ	O
585	la	DET	O
585	courgette	NOUN	B-INGRED
585	.	PUNCT	O
586	Sortir	VERB	O
586	la	DET	O
586	pâte	NOUN	B-INGRED
586	du	ADP	O
586	four	NOUN	O
586	et	CCONJ	O
586	préparez	VERB	O
586	la	DET	O
586	sauce	NOUN	B-INGRED
586	dans	ADP	O
586	un	DET	O
586	bol	NOUN	O
586	la	DET	O
586	crème	NOUN	B-INGRED
586	,	PUNCT	O
586	l'	DET	O
586	oeuf	NOUN	B-INGRED
586	entier	ADJ	O
586	les	DET	O
586	herbes	NOUN	B-INGRED
586	:	PUNCT	O
586	remuez	VERB	O
586	avec	ADP	O
586	un	DET	O
586	fouet	NOUN	O
586	jusqu'	ADP	O
586	à	ADP	O
586	ce	PRON	O
586	que	SCONJ	O
586	le	DET	O
586	mélange	NOUN	O
586	mousse	ADJ	O
586	.	PUNCT	O
587	Bien	ADV	O
587	répartir	VERB	O
587	la	DET	O
587	sauce	NOUN	B-INGRED
587	au	ADP	O
587	fond	NOUN	B-INGRED
587	du	ADP	O
587	plat	NOUN	O
587	.	PUNCT	O
588	Placer	VERB	O
588	d'	ADP	O
588	abord	ADV	O
588	les	DET	O
588	tomates	NOUN	B-INGRED
588	,	PUNCT	O
588	ensuite	ADV	O
588	la	DET	O
588	courgette	NOUN	B-INGRED
588	et	CCONJ	O
588	mettre	VERB	O
588	le	DET	O
588	chèvre	NOUN	B-INGRED
588	coupé	VERB	O
588	en	ADP	O
588	morceaux	NOUN	B-INGRED
588	.	PUNCT	O
589	Mettre	VERB	O
589	un	DET	O
589	peu	ADV	O
589	d'	ADP	O
589	huile	NOUN	B-INGRED
589	d'	ADP	I-INGRED
589	olive	NOUN	I-INGRED
589	,	PUNCT	O
589	pour	ADP	O
589	ne	ADV	O
589	pas	ADV	O
589	que	SCONJ	O
589	ça	PRON	O
589	sèche	ADJ	O
589	.	PUNCT	O
590	Et	CCONJ	O
590	assaisonner	VERB	O
590	.	PUNCT	O
591	Cuire	VERB	O
591	environ	ADV	B-INGRED
591	25	NUM	O
591	min	NOUN	O
591	.	PUNCT	O
592	Servir	VERB	O
592	bien	ADV	O
592	chaud	ADJ	O
592	.	PUNCT	O
593	Vous	PRON	O
593	pouvez	VERB	O
593	mettre	VERB	O
593	d'	DET	O
593	autres	ADJ	O
593	fromages	NOUN	O
593	(	PUNCT	O
593	Mozzarrella	PROPN	O
593	etc	PUNCT	O
593	...	PUNCT	O
593	)	PUNCT	O
594	Rosé	NOUN	O
594	de	ADP	O
594	provence	NOUN	O
595	Faites	VERB	O
595	fondre	VERB	O
595	la	DET	O
595	gelée	NOUN	B-INGRED
595	sur	ADP	O
595	feu	NOUN	O
595	doux	ADJ	O
595	,	PUNCT	O
595	puis	CCONJ	O
595	laissez	VERB	O
595	-	PUNCT	O
595	la	DET	O
595	refroidir	VERB	O
595	.	PUNCT	O
596	Passez	VERB	O
596	le	DET	O
596	thon	NOUN	B-INGRED
596	,	PUNCT	O
596	les	DET	O
596	herbes	NOUN	B-INGRED
596	et	CCONJ	O
596	l’	DET	O
596	huile	NOUN	B-INGRED
596	au	ADP	O
596	mixer	VERB	O
596	jusqu’	ADP	O
596	à	ADP	O
596	obtention	NOUN	O
596	d’	ADP	O
596	une	DET	O
596	purée	NOUN	O
596	fine	ADJ	O
596	.	PUNCT	O
597	Fouettez	NOUN	O
597	la	DET	O
597	crème	NOUN	B-INGRED
597	.	PUNCT	O
598	Ajoutez	VERB	O
598	la	DET	O
598	gelée	NOUN	B-INGRED
598	et	CCONJ	O
598	le	DET	O
598	jus	NOUN	B-INGRED
598	de	ADP	I-INGRED
598	citron	NOUN	I-INGRED
598	au	ADP	O
598	thon	NOUN	B-INGRED
598	.	PUNCT	O
599	Salez	VERB	O
599	.	PUNCT	O
600	Poivrez	X	O
600	.	PUNCT	O
601	Ajoutez	VERB	O
601	délicatement	ADV	O
601	la	DET	O
601	crème	NOUN	B-INGRED
601	à	ADP	O
601	ce	DET	O
601	mélange	NOUN	O
601	.	PUNCT	O
602	Mettez	VERB	O
602	la	DET	O
602	mousse	NOUN	O
602	dans	ADP	O
602	une	DET	O
602	terrine	NOUN	O
602	et	CCONJ	O
602	mettez	VERB	O
602	au	ADP	O
602	réfrigérateur	NOUN	O
602	pendant	ADP	O
602	au	ADP	O
602	moins	ADV	O
602	quatre	NUM	O
602	heures	NOUN	O
602	.	PUNCT	O
603	Servez	VERB	O
603	avec	ADP	O
603	des	DET	O
603	toasts	NOUN	O
603	chauds	ADJ	O
603	,	PUNCT	O
603	du	ADP	O
603	beurre	NOUN	B-INGRED
603	et	CCONJ	O
603	des	ADP	O
603	câpres	NOUN	O
603	.	PUNCT	O
604	Mettre	VERB	O
604	dans	ADP	O
604	un	DET	O
604	plat	NOUN	O
604	à	ADP	O
604	gratin	NOUN	O
604	une	DET	O
604	couche	NOUN	O
604	de	ADP	O
604	légumes	NOUN	O
604	crus	NOUN	O
604	(	PUNCT	O
604	carottes	NOUN	B-INGRED
604	en	ADP	O
604	rondelles	NOUN	O
604	,	PUNCT	O
604	brocolis	NOUN	B-INGRED
604	,	PUNCT	O
604	courgettes	NOUN	B-INGRED
604	...	PUNCT	O
604	)	PUNCT	O
604	coupés	VERB	O
604	en	ADP	O
604	petits	ADJ	O
604	morceaux	NOUN	B-INGRED
604	,	PUNCT	O
604	une	DET	O
604	couche	NOUN	O
604	de	ADP	O
604	filets	NOUN	B-INGRED
604	de	ADP	I-INGRED
604	poisson	NOUN	I-INGRED
604	(	PUNCT	O
604	cabillaud	ADV	O
604	...	PUNCT	O
604	)	PUNCT	O
604	,	PUNCT	O
604	puis	CCONJ	O
604	une	DET	O
604	nouvelle	ADJ	O
604	couche	NOUN	O
604	de	ADP	O
604	légumes	NOUN	O
604	.	PUNCT	O
605	Arroser	VERB	O
605	d'	ADP	O
605	une	DET	O
605	tasse	NOUN	B-INGRED
605	de	ADP	O
605	bouillon	NOUN	B-INGRED
605	de	ADP	I-INGRED
605	légumes	NOUN	I-INGRED
605	,	PUNCT	O
605	saler	VERB	O
605	,	PUNCT	O
605	poivrer	ADV	O
605	.	PUNCT	O
606	Recouvrir	VERB	O
606	de	ADP	O
606	papier	NOUN	O
606	aluminium	NOUN	O
606	et	CCONJ	O
606	faire	AUX	O
606	cuire	VERB	O
606	à	ADP	O
606	180	NUM	O
606	°	NOUN	O
606	C	NOUN	O
606	au	ADP	O
606	four	NOUN	O
606	pendant	ADP	O
606	1	NUM	O
606	h	NOUN	O
606	environ	ADV	B-INGRED
606	.	PUNCT	O
607	Servir	VERB	O
607	avec	ADP	O
607	du	ADP	O
607	riz	NOUN	O
607	.	PUNCT	O
608	Vous	PRON	O
608	pouvez	VERB	O
608	mettre	VERB	O
608	autant	ADV	O
608	de	ADP	O
608	couches	NOUN	O
608	que	PRON	O
608	vous	PRON	O
608	voulez	VERB	O
608	,	PUNCT	O
608	mais	CCONJ	O
608	il	PRON	O
608	faut	VERB	O
608	finir	VERB	O
608	par	ADP	O
608	les	DET	O
608	légumes	NOUN	O
608	.	PUNCT	O
609	Faire	AUX	O
609	cuire	VERB	O
609	4	NUM	O
609	belles	ADJ	O
609	crêpes	NOUN	B-INGRED
609	au	ADP	O
609	sarrasin	NOUN	O
609	agrémentée	VERB	O
609	de	ADP	O
609	vodka	NOUN	O
609	et	CCONJ	O
609	les	PRON	O
609	laisser	VERB	O
609	refroidir	VERB	O
609	.	PUNCT	O
610	Peler	VERB	O
610	le	DET	O
610	radis	NOUN	B-INGRED
610	noir	ADJ	I-INGRED
610	et	CCONJ	O
610	le	PRON	O
610	couper	VERB	O
610	en	ADP	O
610	petits	ADJ	O
610	dés	NOUN	O
610	,	PUNCT	O
610	le	PRON	O
610	laisser	VERB	O
610	dégorger	VERB	O
610	1/2	NUM	O
610	heure	NOUN	O
610	dans	ADP	O
610	du	DET	O
610	gros	ADJ	O
610	sel	NOUN	B-INGRED
610	puis	CCONJ	O
610	le	PRON	O
610	rincer	VERB	O
610	avant	ADP	O
610	de	ADP	O
610	l'	PRON	O
610	incorporer	VERB	O
610	à	ADP	O
610	la	DET	O
610	recette	NOUN	O
610	.	PUNCT	O
611	Ecraser	VERB	O
611	les	DET	O
611	carrés	ADJ	B-INGRED
611	frais	NOUN	I-INGRED
611	avec	ADP	O
611	le	DET	O
611	jus	NOUN	B-INGRED
611	de	ADP	I-INGRED
611	citron	NOUN	I-INGRED
611	et	CCONJ	O
611	l'	DET	O
611	aneth	NOUN	B-INGRED
611	ciselée	ADJ	I-INGRED
611	.	PUNCT	O
612	Y	PRON	O
612	mélanger	VERB	O
612	les	DET	O
612	carrés	NOUN	B-INGRED
612	de	ADP	O
612	radis	NOUN	B-INGRED
612	noir	ADJ	I-INGRED
612	.	PUNCT	O
613	Etaler	NOUN	O
613	la	DET	O
613	crêpe	NOUN	O
613	puis	CCONJ	O
613	la	DET	O
613	tranche	NOUN	O
613	de	ADP	O
613	saumon	ADV	B-INGRED
613	fumé	VERB	I-INGRED
613	sur	ADP	O
613	cette	DET	O
613	dernière	ADJ	O
613	.	PUNCT	O
614	Puis	CCONJ	O
614	tartiner	VERB	O
614	le	DET	O
614	mélange	NOUN	O
614	à	ADP	O
614	partir	VERB	O
614	de	ADP	O
614	carré	NOUN	B-INGRED
614	frais	NOUN	I-INGRED
614	.	PUNCT	O
615	Rouler	VERB	O
615	la	DET	O
615	crêpe	NOUN	O
615	et	CCONJ	O
615	ajouter	VERB	O
615	le	DET	O
615	brin	NOUN	O
615	d'	ADP	O
615	aneth	NOUN	B-INGRED
615	et	CCONJ	O
615	1/2	NUM	O
615	citron	NOUN	B-INGRED
615	pour	ADP	O
615	la	DET	O
615	décoration	NOUN	O
615	.	PUNCT	O
616	Il	PRON	O
616	ne	ADV	O
616	reste	VERB	O
616	plus	ADV	O
616	qu'	SCONJ	O
616	à	ADP	O
616	déguster	VERB	O
616	....	PUNCT	O
617	Battre	VERB	O
618	les	DET	O
618	oeufs	NOUN	B-INGRED
619	et	CCONJ	O
619	ajouter	VERB	O
619	la	DET	O
619	crème	NOUN	B-INGRED
619	liquide	ADJ	I-INGRED
619	.	PUNCT	O
620	Saler	PROPN	O
620	et	CCONJ	O
620	poivrer	VERB	O
620	.	PUNCT	O
621	Incorporer	VERB	O
621	le	DET	O
621	concentré	NOUN	B-INGRED
621	de	ADP	O
621	tomate	NOUN	B-INGRED
621	et	CCONJ	O
621	bien	ADV	O
621	mélanger	VERB	O
621	.	PUNCT	O
622	Après	ADP	O
622	avoir	AUX	O
622	émietté	VERB	O
622	le	DET	O
622	saumon	NOUN	B-INGRED
622	,	PUNCT	O
622	l'	PRON	O
622	ajouter	VERB	O
622	au	ADP	O
622	reste	NOUN	O
622	et	CCONJ	O
622	remuer	VERB	O
622	le	DET	O
622	tout	ADJ	O
622	.	PUNCT	O
623	Beurrer	VERB	O
623	un	DET	O
623	moule	NOUN	O
623	à	ADP	O
623	cake	NOUN	O
623	et	CCONJ	O
623	verser	VERB	O
623	la	DET	O
623	préparation	NOUN	O
623	.	PUNCT	O
624	Cuire	VERB	O
624	à	ADP	O
624	thermostat	NOUN	O
624	6	NUM	O
624	pendant	ADP	O
624	20	NUM	O
624	à	ADP	O
624	25	NUM	O
624	min	NOUN	O
624	.	PUNCT	O
625	Laisser	VERB	O
625	refroidir	VERB	O
625	avant	ADP	O
625	de	ADP	O
625	servir	VERB	O
625	avec	ADP	O
625	de	ADP	O
625	la	DET	O
625	mayonnaise	NOUN	B-INGRED
625	.	PUNCT	O
626	Préchauffez	VERB	O
626	votre	DET	O
626	four	NOUN	O
626	à	ADP	O
626	thermostat	NOUN	O
626	6	NUM	O
626	(	PUNCT	O
626	180	NUM	O
626	°	NOUN	O
626	C).Disposez	PROPN	O
626	sur	ADP	O
626	le	DET	O
626	fond	NOUN	B-INGRED
626	de	ADP	O
626	tarte	NOUN	O
626	les	DET	O
626	courgettes	NOUN	B-INGRED
626	coupées	VERB	O
626	en	ADP	O
626	rondelles	NOUN	O
626	(	PUNCT	O
626	vous	PRON	O
626	pouvez	VERB	O
626	les	PRON	O
626	faire	AUX	O
626	revenir	VERB	O
626	à	ADP	O
626	la	DET	O
626	poêle	NOUN	O
626	avec	ADP	O
626	un	DET	O
626	peu	ADV	O
626	d'	ADP	O
626	huile	NOUN	B-INGRED
626	,	PUNCT	O
626	pour	ADP	O
626	enlever	VERB	O
626	l'	DET	O
626	eau	NOUN	B-INGRED
626	et	CCONJ	O
626	rajouter	VERB	O
626	un	DET	O
626	peu	ADV	O
626	de	ADP	O
626	goût).Mélangez	NOUN	O
626	1	NUM	O
626	œuf	NOUN	B-INGRED
626	entier	ADJ	O
626	à	ADP	O
626	de	ADP	O
626	la	DET	O
626	crème	NOUN	B-INGRED
626	fraiche	ADJ	I-INGRED
626	,	PUNCT	O
626	salez	VERB	O
626	et	CCONJ	O
626	poivrez	VERB	O
626	à	ADP	O
626	votre	DET	O
626	convenance	NOUN	O
626	et	CCONJ	O
626	versez	VERB	O
626	sur	ADP	O
626	les	DET	O
626	courgettes	NOUN	B-INGRED
626	.	PUNCT	O
627	Rajoutez	VERB	O
627	un	PRON	O
627	peu	ADV	O
627	de	ADP	O
627	muscade	NOUN	B-INGRED
627	si	SCONJ	O
627	vous	PRON	O
627	le	PRON	O
627	souhaitez	VERB	O
627	.	PUNCT	O
628	Disposez	VERB	O
628	les	DET	O
628	fromages	NOUN	O
628	de	ADP	O
628	chèvre	NOUN	B-INGRED
628	coupés	VERB	O
628	en	ADP	O
628	rondelles	NOUN	O
628	sur	ADP	O
628	le	DET	O
628	mélange	NOUN	O
628	.	PUNCT	O
629	Mettez	VERB	O
629	au	ADP	O
629	four	NOUN	O
629	pendant	ADP	O
629	30	NUM	O
629	à	ADP	O
629	45	NUM	O
629	min	NOUN	O
629	.	PUNCT	O
630	Parfois	ADV	O
630	,	PUNCT	O
630	j'	PRON	O
630	ajoute	VERB	O
630	quelques	DET	O
630	miettes	NOUN	O
630	de	ADP	O
630	fromage	NOUN	B-INGRED
630	dans	ADP	O
630	le	DET	O
630	mélange	NOUN	O
630	œuf	NOUN	B-INGRED
630	+	ADP	O
630	crème	NOUN	B-INGRED
630	.	PUNCT	O
631	un	DET	O
631	visan	NOUN	O
632	Il	PRON	O
632	faut	VERB	O
632	une	DET	O
632	casserole	NOUN	O
632	ou	CCONJ	O
632	une	DET	O
632	poêle	NOUN	O
632	avec	ADP	O
632	un	DET	O
632	couvercle	NOUN	O
632	qui	PRON	O
632	ferme	VERB	O
632	bien	ADV	O
632	.	PUNCT	O
633	Peler	VERB	O
633	et	CCONJ	O
633	laver	VERB	O
633	les	DET	O
633	courgettes	NOUN	B-INGRED
633	.	PUNCT	O
634	Les	DET	O
634	couper	VERB	O
634	en	ADP	O
634	3	NUM	O
634	ou	CCONJ	O
634	4	NUM	O
634	morceaux	NOUN	B-INGRED
634	,	PUNCT	O
634	puis	CCONJ	O
634	couper	VERB	O
634	les	DET	O
634	morceaux	NOUN	B-INGRED
634	en	ADP	O
634	lamelles	NOUN	O
634	longitudinales	ADJ	O
634	(	PUNCT	O
634	pas	ADV	O
634	en	ADP	O
634	rondelles	NOUN	O
634	!	PUNCT	O
634	)	PUNCT	O
635	Emincer	VERB	O
635	l'	DET	O
635	oignon	NOUN	B-INGRED
635	.	PUNCT	O
636	Le	DET	O
636	faire	AUX	O
636	revenir	VERB	O
636	avec	ADP	O
636	un	DET	O
636	peu	ADV	O
636	d'	ADP	O
636	huile	NOUN	B-INGRED
636	d'	ADP	I-INGRED
636	olive	NOUN	I-INGRED
636	dans	ADP	O
636	une	DET	O
636	casserole	NOUN	O
636	ou	CCONJ	O
636	une	DET	O
636	poêle	NOUN	O
636	,	PUNCT	O
636	jusqu'	ADP	O
636	à	ADP	O
636	ce	PRON	O
636	que	SCONJ	O
636	ce	PRON	O
636	soit	AUX	O
636	translucide	ADJ	O
636	.	PUNCT	O
637	Ajouter	VERB	O
637	les	DET	O
637	courgettes	NOUN	B-INGRED
637	.	PUNCT	O
638	Faire	AUX	O
638	cuire	VERB	O
638	quelques	DET	O
638	minutes	NOUN	O
638	à	ADP	O
638	feu	NOUN	O
638	vif	ADJ	O
638	,	PUNCT	O
638	en	ADP	O
638	remuant	VERB	O
638	tout	ADJ	O
638	le	DET	O
638	temps	NOUN	O
638	.	PUNCT	O
639	Baisser	VERB	O
639	le	DET	O
639	feu	NOUN	O
639	,	PUNCT	O
639	saler	VERB	O
639	les	DET	O
639	courgettes	NOUN	B-INGRED
639	,	PUNCT	O
639	et	CCONJ	O
639	ajouter	VERB	O
639	éventuellement	ADV	O
639	le	DET	O
639	jambon	NOUN	B-INGRED
639	coupe	NOUN	O
639	en	ADP	O
639	petits	ADJ	O
639	morceaux	NOUN	B-INGRED
639	et	CCONJ	O
639	les	DET	O
639	herbes	NOUN	B-INGRED
639	de	ADP	O
639	Provence	PROPN	O
639	.	PUNCT	O
640	Fermer	VERB	O
640	le	DET	O
640	couvercle	NOUN	O
640	,	PUNCT	O
640	et	CCONJ	O
640	laisser	VERB	O
640	cuire	VERB	O
640	à	ADP	O
640	feu	NOUN	O
640	très	ADV	O
640	doux	ADJ	O
640	.	PUNCT	O
641	En	ADP	O
641	fin	NOUN	O
641	de	ADP	O
641	cuisson	NOUN	O
641	,	PUNCT	O
641	ajouter	VERB	O
641	le	DET	O
641	sucre	NOUN	B-INGRED
641	en	ADP	I-INGRED
641	poudre	NOUN	I-INGRED
641	et	CCONJ	O
641	la	DET	O
641	gousse	NOUN	O
641	d'	ADP	O
641	ail	ADV	B-INGRED
641	coupée	VERB	O
641	en	ADP	O
641	petits	ADJ	O
641	morceaux	NOUN	B-INGRED
641	.	PUNCT	O
642	Servir	VERB	O
642	tiède	ADJ	O
642	.	PUNCT	O
643	On	PRON	O
643	m'	PRON	O
643	a	AUX	O
643	dit	VERB	O
643	que	SCONJ	O
643	c'	PRON	O
643	était	AUX	O
643	une	DET	O
643	recettevietnamienne	NOUN	O
643	à	ADP	O
643	l'	DET	O
643	origine	NOUN	O
643	.	PUNCT	O
644	Eminces	NOUN	O
644	les	DET	O
644	courgettes	NOUN	B-INGRED
644	en	ADP	O
644	fines	ADJ	O
644	rondelles	NOUN	O
644	.	PUNCT	O
645	Faites	VERB	O
646	-	PUNCT	O
646	les	PRON	O
646	revenir	VERB	O
646	dans	ADP	O
646	une	DET	O
646	grande	ADJ	O
646	poêle	NOUN	O
646	avec	ADP	O
646	un	DET	O
646	peu	ADV	O
646	d'	ADP	O
646	huile	NOUN	B-INGRED
646	d'	ADP	I-INGRED
646	olive	NOUN	I-INGRED
646	.	PUNCT	O
647	La	DET	O
647	cuisson	NOUN	O
647	terminée	VERB	O
647	,	PUNCT	O
647	salez	VERB	O
647	peu	ADV	O
647	,	PUNCT	O
647	poivrez	VERB	O
647	,	PUNCT	O
647	ajoutez	VERB	O
647	les	DET	O
647	gousses	NOUN	O
647	d'	ADP	O
647	ail	ADV	B-INGRED
647	écrasées	VERB	O
647	,	PUNCT	O
647	les	DET	O
647	lamelles	NOUN	O
647	de	ADP	O
647	jambon	NOUN	B-INGRED
647	de	ADP	O
647	Bayonne	PROPN	O
647	et	CCONJ	O
647	des	ADP	O
647	rondelles	NOUN	O
647	de	ADP	O
647	chèvre	NOUN	B-INGRED
647	(	PUNCT	O
647	laisser	VERB	O
647	légèrement	ADV	O
647	fondre	VERB	O
647	)	PUNCT	O
647	et	CCONJ	O
647	servez	VERB	O
647	aussitôt	ADV	O
647	.	PUNCT	O
648	Porter	VERB	O
648	à	ADP	O
648	ébullition	NOUN	O
648	1	NUM	O
648	litre	NOUN	O
648	d'	ADP	O
648	eau	NOUN	B-INGRED
648	salée	ADJ	O
648	.	PUNCT	O
649	Y	PRON	O
649	faire	AUX	O
649	blanchir	VERB	O
649	(	PUNCT	O
649	2	NUM	O
649	min	NOUN	O
649	)	PUNCT	O
649	les	DET	O
649	feuilles	NOUN	O
649	de	ADP	O
649	chicon	NOUN	O
649	et	CCONJ	O
649	(	PUNCT	O
649	2min	PROPN	O
649	)	PUNCT	O
649	le	DET	O
649	1/4	NOUN	B-INGRED
649	de	ADP	O
649	poivron	NOUN	B-INGRED
649	.	PUNCT	O
650	Dresser	VERB	O
650	4	NUM	O
650	feuilles	NOUN	O
650	de	ADP	O
650	chicon	ADV	O
650	sur	ADP	O
650	chaque	DET	O
650	assiette	NOUN	O
650	en	ADP	O
650	forme	NOUN	O
650	de	ADP	O
650	fleur	NOUN	B-INGRED
650	,	PUNCT	O
650	peler	VERB	O
650	et	CCONJ	O
650	hacher	VERB	O
650	le	DET	O
650	poivron	NOUN	B-INGRED
650	et	CCONJ	O
650	reserver	VERB	O
650	dans	ADP	O
650	un	DET	O
650	bol	NOUN	O
650	avec	ADP	O
650	1	NUM	O
650	petite	ADJ	O
650	cuillère	NOUN	O
650	de	ADP	O
650	vinaigre	NOUN	B-INGRED
650	balsamique	ADJ	I-INGRED
650	,	PUNCT	O
650	1	NUM	O
650	pincée	NOUN	O
650	de	ADP	O
650	fleur	NOUN	B-INGRED
650	de	ADP	I-INGRED
650	sel	NOUN	I-INGRED
650	et	CCONJ	O
650	un	DET	O
650	tour	NOUN	O
650	de	ADP	O
650	moulin	NOUN	O
650	à	ADP	O
650	poivre	ADV	B-INGRED
650	.	PUNCT	O
651	Ecraser	VERB	O
651	et	CCONJ	O
651	mélanger	VERB	O
651	les	DET	O
651	carrés	ADJ	B-INGRED
651	frais	NOUN	I-INGRED
651	,	PUNCT	O
651	la	DET	O
651	crème	NOUN	B-INGRED
651	fraîche	ADJ	I-INGRED
651	et	CCONJ	O
651	du	ADP	O
651	poivre	NOUN	B-INGRED
651	.	PUNCT	O
652	Couper	VERB	O
652	au	ADP	O
652	couteau	NOUN	O
652	le	DET	O
652	saumon	ADV	B-INGRED
652	fumé	VERB	I-INGRED
652	en	ADP	O
652	tartare	NOUN	O
652	(	PUNCT	O
652	petit	ADJ	O
652	morceau	NOUN	O
652	)	PUNCT	O
652	,	PUNCT	O
652	l'	PRON	O
652	ajouter	VERB	O
652	au	ADP	O
652	mélange	NOUN	O
652	au	ADP	O
652	carré	NOUN	B-INGRED
652	frais	NOUN	I-INGRED
652	.	PUNCT	O
653	Dresser	VERB	O
653	le	DET	O
653	taratre	NOUN	O
653	sur	ADP	O
653	chaque	DET	O
653	feuille	NOUN	O
653	de	ADP	O
653	chicon	NOUN	O
653	et	CCONJ	O
653	la	DET	O
653	cressonnette	NOUN	O
653	sur	ADP	O
653	le	DET	O
653	tartare	NOUN	O
653	.	PUNCT	O
654	Au	ADP	O
654	milieu	NOUN	O
654	de	ADP	O
654	l'	DET	O
654	assiette	NOUN	O
654	,	PUNCT	O
654	ajouter	VERB	O
654	la	DET	O
654	préparation	NOUN	O
654	de	ADP	O
654	poivron	ADV	B-INGRED
654	(	PUNCT	O
654	coeur	NOUN	O
654	de	ADP	O
654	la	DET	O
654	fleur	NOUN	B-INGRED
654	)	PUNCT	O
654	.	PUNCT	O
655	Bon	ADJ	O
655	appétit	NOUN	O
655	!	PUNCT	O
656	Faites	VERB	O
656	mariner	VERB	O
656	le	DET	O
656	saumon	NOUN	B-INGRED
656	dans	ADP	O
656	du	ADP	O
656	vin	NOUN	B-INGRED
656	blanc	ADJ	I-INGRED
656	avec	ADP	O
656	du	ADP	O
656	jus	NOUN	B-INGRED
656	de	ADP	I-INGRED
656	citron	NOUN	I-INGRED
